index,wiki_name,wiki_artist,year,sp_id,sp_name,sp_artist,duration,audio_features,flag
87,"""tragedy""",thomas wayne,1959,7HX8vPJ5pGW7ZjSGsQym5Y,tragedy,thomas wayne,131506,"{'danceability': 0.215, 'energy': 0.142, 'key': 1, 'loudness': -14.35, 'mode': 1, 'speechiness': 0.0285, 'acousticness': 0.991, 'instrumentalness': 0.018, 'liveness': 0.14, 'valence': 0.158, 'tempo': 73.84}",0
88,"""my happiness""",connie francis,1959,3Caxz7mxX1pTWlxCYH1aV3,my happiness,connie francis,148253,"{'danceability': 0.468, 'energy': 0.346, 'key': 10, 'loudness': -7.382, 'mode': 1, 'speechiness': 0.0299, 'acousticness': 0.843, 'instrumentalness': 1.84e-06, 'liveness': 0.13, 'valence': 0.298, 'tempo': 108.853}",0
89,"""tallahassee lassie""",freddy cannon,1959,5dDs13F0oo7XngcEIgRb2m,tallahassee lassie,freddy cannon,132893,"{'danceability': 0.324, 'energy': 0.888, 'key': 2, 'loudness': -4.856, 'mode': 1, 'speechiness': 0.0954, 'acousticness': 0.152, 'instrumentalness': 0, 'liveness': 0.248, 'valence': 0.251, 'tempo': 142.42}",0
90,"""tiger""",fabian,1959,79XxOR7ZN4gPgw7Vo7H816,tiger,fabian,151093,"{'danceability': 0.589, 'energy': 0.842, 'key': 7, 'loudness': -10.213, 'mode': 1, 'speechiness': 0.0399, 'acousticness': 0.787, 'instrumentalness': 1.63e-06, 'liveness': 0.626, 'valence': 0.951, 'tempo': 166.046}",0
91,"""never be anyone else but you""",ricky nelson,1959,0snHlyyyUp2hKYEz7ffmkx,never be anyone else but you - remastered,ricky nelson,136266,"{'danceability': 0.577, 'energy': 0.45, 'key': 0, 'loudness': -10.327, 'mode': 1, 'speechiness': 0.0352, 'acousticness': 0.127, 'instrumentalness': 7.28e-05, 'liveness': 0.138, 'valence': 0.711, 'tempo': 141.703}",0
92,"""dont you know?""",della reese,1959,3yIBU17cLkuB8tKMymOLvX,dont you know?,della reese,151706,"{'danceability': 0.149, 'energy': 0.367, 'key': 3, 'loudness': -13.011, 'mode': 1, 'speechiness': 0.0347, 'acousticness': 0.799, 'instrumentalness': 0, 'liveness': 0.0996, 'valence': 0.374, 'tempo': 170.558}",0
93,"""i need your love tonight""",elvis presley,1959,1SoFz4D2PWB98avdJnt0XD,i need your love tonight - live,elvis presley,124626,"{'danceability': 0.509, 'energy': 0.8, 'key': 7, 'loudness': -8.695, 'mode': 1, 'speechiness': 0.0462, 'acousticness': 0.863, 'instrumentalness': 0.000166, 'liveness': 0.475, 'valence': 0.966, 'tempo': 180.595}",0
94,"""what a diffrence a day makes""",dinah washington,1959,33cwvhqdsVziBi1Y9I1yKN,what a diffrence a day makes,dinah washington,147853,"{'danceability': 0.405, 'energy': 0.164, 'key': 0, 'loudness': -14.661, 'mode': 1, 'speechiness': 0.0307, 'acousticness': 0.935, 'instrumentalness': 6e-05, 'liveness': 0.128, 'valence': 0.169, 'tempo': 95.167}",0
95,"""the all american boy""",bill parsons,1959,4zzYDuf3fejT28Fj4N3LEM,the all american boy,bill parsons,182266,"{'danceability': 0.49, 'energy': 0.779, 'key': 4, 'loudness': -8.33, 'mode': 1, 'speechiness': 0.0722, 'acousticness': 0.722, 'instrumentalness': 0, 'liveness': 0.338, 'valence': 0.939, 'tempo': 148.79}",0
96,"""primrose lane""",jerry wallace,1959,2bvKFIpuoWJprEiMdu0TU8,primrose lane,jerry wallace,147440,"{'danceability': 0.607, 'energy': 0.358, 'key': 8, 'loudness': -15.976, 'mode': 0, 'speechiness': 0.0318, 'acousticness': 0.78, 'instrumentalness': 0.00153, 'liveness': 0.082, 'valence': 0.486, 'tempo': 120.202}",0
97,"""alvins harmonica""",the chipmunks,1959,4aqEPeDRi8EXbOxFwIoaJ8,alvins harmonica,alvin & the chipmunks,162973,"{'danceability': 0.532, 'energy': 0.522, 'key': 8, 'loudness': -7.395, 'mode': 1, 'speechiness': 0.0479, 'acousticness': 0.506, 'instrumentalness': 0.167, 'liveness': 0.215, 'valence': 0.764, 'tempo': 117.878}",0
98,"""lonely street""",andy williams,1959,4vzwzP3O4ihgi4FdewHMsb,lonely street,andy williams,166493,"{'danceability': 0.428, 'energy': 0.111, 'key': 9, 'loudness': -16.501, 'mode': 1, 'speechiness': 0.0317, 'acousticness': 0.95, 'instrumentalness': 0.0115, 'liveness': 0.087, 'valence': 0.389, 'tempo': 100.486}",0
99,"""whatd i say""",ray charles,1959,5yQ9iMZXGcr5rlO4hoLsP4,"whatd i say, pt. 1 & 2",ray charles,307053,"{'danceability': 0.54, 'energy': 0.681, 'key': 4, 'loudness': -5.44, 'mode': 1, 'speechiness': 0.0508, 'acousticness': 0.808, 'instrumentalness': 0, 'liveness': 0.162, 'valence': 0.794, 'tempo': 88.385}",0
100,"""broken hearted melody""",sarah vaughan,1959,5X4lsUAYrT5m0IyL6Xm8T5,broken hearted melody,sarah vaughan,143360,"{'danceability': 0.45, 'energy': 0.544, 'key': 7, 'loudness': -10.011, 'mode': 1, 'speechiness': 0.0378, 'acousticness': 0.796, 'instrumentalness': 0, 'liveness': 0.194, 'valence': 0.75, 'tempo': 132.542}",0
101,"""only you (and you alone)""",franck pourcel,1959,0S8ibKBl3tjRmYbZhGHNhG,only you (and you alone),the platters,156560,"{'danceability': 0.419, 'energy': 0.331, 'key': 3, 'loudness': -10.497, 'mode': 1, 'speechiness': 0.0293, 'acousticness': 0.932, 'instrumentalness': 0, 'liveness': 0.102, 'valence': 0.322, 'tempo': 80.647}",0
102,"""gotta travel on""",billy grammer,1959,3HynxUWKnm7rtzjVkyXoHu,gotta travel on,billy grammer,150493,"{'danceability': 0.568, 'energy': 0.512, 'key': 3, 'loudness': -12.223, 'mode': 1, 'speechiness': 0.0764, 'acousticness': 0.822, 'instrumentalness': 1.14e-05, 'liveness': 0.0941, 'valence': 0.892, 'tempo': 177.144}",0
103,"""poison ivy""",the coasters,1959,5y3EUvXJouxlUk5FLOblFB,poison ivy,the coasters,164320,"{'danceability': 0.75, 'energy': 0.586, 'key': 1, 'loudness': -8.985, 'mode': 1, 'speechiness': 0.0706, 'acousticness': 0.381, 'instrumentalness': 0, 'liveness': 0.142, 'valence': 0.972, 'tempo': 137.194}",0
104,"""turn me loose""",fabian,1959,69giDdJ1HI4Tty5C8Y2Jwt,turn me loose,fabian,141184,"{'danceability': 0.453, 'energy': 0.571, 'key': 7, 'loudness': -12.835, 'mode': 1, 'speechiness': 0.0312, 'acousticness': 0.813, 'instrumentalness': 8.4e-05, 'liveness': 0.731, 'valence': 0.792, 'tempo': 127.065}",0
105,"""lonely teardrops""",jackie wilson,1959,6TYR3IVgIwDK6ydc2EPEQq,lonely teardrops,jackie wilson,166213,"{'danceability': 0.524, 'energy': 0.478, 'key': 7, 'loudness': -8.894, 'mode': 1, 'speechiness': 0.118, 'acousticness': 0.406, 'instrumentalness': 0, 'liveness': 0.74, 'valence': 0.843, 'tempo': 137.133}",0
106,"""hawaiian wedding song""",andy williams,1959,0gPX8VCqSEnYhIMHvqGUr7,hawaiian wedding song,andy williams,150200,"{'danceability': 0.278, 'energy': 0.141, 'key': 10, 'loudness': -13.719, 'mode': 1, 'speechiness': 0.031, 'acousticness': 0.861, 'instrumentalness': 0.002, 'liveness': 0.382, 'valence': 0.176, 'tempo': 101.747}",0
107,"""forty miles of bad road""",duane eddy,1959,7vvIRamaiahhhXnFzA6wbB,forty miles of bad road,duane eddy,130600,"{'danceability': 0.719, 'energy': 0.685, 'key': 2, 'loudness': -11.918, 'mode': 1, 'speechiness': 0.0874, 'acousticness': 0.0434, 'instrumentalness': 0.884, 'liveness': 0.102, 'valence': 0.96, 'tempo': 126.327}",0
108,"""just ask your heart""",frankie avalon,1959,2kvGBpbSelWMg69ZUNkQ7i,just ask your heart,frankie avalon,150909,"{'danceability': 0.45, 'energy': 0.369, 'key': 0, 'loudness': -16.008, 'mode': 1, 'speechiness': 0.0302, 'acousticness': 0.663, 'instrumentalness': 1.32e-06, 'liveness': 0.0711, 'valence': 0.96, 'tempo': 176.586}",0
109,"""tell him no""",travis and bob,1959,1Fjn0esWJFneKL73wJqgj8,tell him no,travis & bob,131120,"{'danceability': 0.314, 'energy': 0.631, 'key': 9, 'loudness': -11.737, 'mode': 1, 'speechiness': 0.0734, 'acousticness': 0.625, 'instrumentalness': 0, 'liveness': 0.252, 'valence': 0.912, 'tempo': 184.594}",0
110,"""frankie""",connie francis,1959,3cmGF5NDmyRcc8XM3xbFWb,frankie,connie francis,151200,"{'danceability': 0.572, 'energy': 0.483, 'key': 3, 'loudness': -8.123, 'mode': 1, 'speechiness': 0.0253, 'acousticness': 0.796, 'instrumentalness': 5.97e-06, 'liveness': 0.175, 'valence': 0.609, 'tempo': 99.605}",0
111,"""ive had it""",the bell notes,1959,4kj6CdWwrpReAYZjX9Srxq,ive had it,the bell notes,162560,"{'danceability': 0.542, 'energy': 0.781, 'key': 4, 'loudness': -12.592, 'mode': 1, 'speechiness': 0.109, 'acousticness': 0.816, 'instrumentalness': 0.0283, 'liveness': 0.263, 'valence': 0.935, 'tempo': 147.183}",0
112,"""i cried a tear""",lavern baker,1959,28dTB69zJBpBIiDH32Jp1M,i cried a tear,lavern baker,155853,"{'danceability': 0.348, 'energy': 0.179, 'key': 9, 'loudness': -13.394, 'mode': 1, 'speechiness': 0.0315, 'acousticness': 0.93, 'instrumentalness': 0.0016, 'liveness': 0.0992, 'valence': 0.547, 'tempo': 169.232}",0
113,"""enchanted""",the platters,1959,3uCXarDsIYEJ6noaI64jhW,enchanted,the platters,172293,"{'danceability': 0.348, 'energy': 0.225, 'key': 3, 'loudness': -13.889, 'mode': 1, 'speechiness': 0.0349, 'acousticness': 0.903, 'instrumentalness': 1.67e-06, 'liveness': 0.209, 'valence': 0.286, 'tempo': 78.541}",0
114,"""since i dont have you""",the skyliners,1959,4uAalOPic5WOPJF1kANXCt,since i dont have you (alternative take),the skyliners,158840,"{'danceability': 0.265, 'energy': 0.602, 'key': 6, 'loudness': -4.231, 'mode': 1, 'speechiness': 0.0319, 'acousticness': 0.59, 'instrumentalness': 0.000293, 'liveness': 0.299, 'valence': 0.663, 'tempo': 70.722}",0
115,"""peter gunn theme""",ray anthony,1959,1wrd5zpLwDElC8I5ReuCmP,peter gunn theme,ray anthony,111266,"{'danceability': 0.616, 'energy': 0.683, 'key': 7, 'loudness': -8.567, 'mode': 0, 'speechiness': 0.0311, 'acousticness': 0.662, 'instrumentalness': 0.98, 'liveness': 0.309, 'valence': 0.906, 'tempo': 118.84}",0
116,"""the chipmunk song (christmas dont be late)""",the chipmunks,1959,02NKMA9cIkq6VuBNu9q9Wf,the chipmunk song (christmas dont be late) - remastered 1999,alvin & the chipmunks,141466,"{'danceability': 0.612, 'energy': 0.37, 'key': 3, 'loudness': -11.548, 'mode': 1, 'speechiness': 0.0344, 'acousticness': 0.707, 'instrumentalness': 2.98e-06, 'liveness': 0.23, 'valence': 0.777, 'tempo': 152.548}",1
117,"""i want to walk you home""",fats domino,1959,1XOqI1ZpiG3hMb1JfqrGbv,i want to walk you home,fats domino,141210,"{'danceability': 0.631, 'energy': 0.663, 'key': 1, 'loudness': -5.983, 'mode': 1, 'speechiness': 0.0328, 'acousticness': 0.0455, 'instrumentalness': 0, 'liveness': 0.088, 'valence': 0.494, 'tempo': 89.077}",0
118,"""so fine""",the fiestas,1959,5dTK0Jl2P6MSeVzeCGQBIy,so fine,the fiestas,143000,"{'danceability': 0.437, 'energy': 0.413, 'key': 3, 'loudness': -11.689, 'mode': 1, 'speechiness': 0.0314, 'acousticness': 0.182, 'instrumentalness': 0, 'liveness': 0.279, 'valence': 0.621, 'tempo': 142.327}",0
119,"""bobby sox to stockings""",frankie avalon,1959,3QslWf6jjw6f0by37Zrupd,bobby sox to stockings,frankie avalon,159948,"{'danceability': 0.608, 'energy': 0.405, 'key': 7, 'loudness': -12.973, 'mode': 0, 'speechiness': 0.031, 'acousticness': 0.781, 'instrumentalness': 0, 'liveness': 0.263, 'valence': 0.617, 'tempo': 117.758}",0
120,"""the deck of cards""",wink martindale,1959,5StX98GCKsXZr3bXIqZncC,the deck of cards,federico ricci,84398,"{'danceability': 0.207, 'energy': 0.0193, 'key': 6, 'loudness': -26.456, 'mode': 1, 'speechiness': 0.0388, 'acousticness': 0.969, 'instrumentalness': 0.8, 'liveness': 0.105, 'valence': 0.0355, 'tempo': 59.341}",0
121,"""a lovers question""",clyde mcphatter,1959,6HBgCYResmsdmOufyHVoNB,a lovers question,clyde mcphatter,150266,"{'danceability': 0.67, 'energy': 0.436, 'key': 0, 'loudness': -11.698, 'mode': 1, 'speechiness': 0.0554, 'acousticness': 0.887, 'instrumentalness': 1.71e-05, 'liveness': 0.0609, 'valence': 0.951, 'tempo': 83.023}",0
122,"""i only have eyes for you""",the flamingos,1959,3YdKJzcoMZMacISlpY4QoP,i only have eyes for you,the flamingos,202773,"{'danceability': 0.552, 'energy': 0.313, 'key': 5, 'loudness': -12.41, 'mode': 1, 'speechiness': 0.0296, 'acousticness': 0.916, 'instrumentalness': 0.0017, 'liveness': 0.12, 'valence': 0.303, 'tempo': 88.554}",0
123,"""its late""",ricky nelson,1959,5fWoxLPLPaJUy3Iostzl1C,its late,ricky nelson,119666,"{'danceability': 0.6, 'energy': 0.795, 'key': 8, 'loudness': -8.077, 'mode': 1, 'speechiness': 0.0629, 'acousticness': 0.79, 'instrumentalness': 0, 'liveness': 0.0949, 'valence': 0.898, 'tempo': 82.868}",0
124,"""petite fleur""",chris barber's jazz band,1959,5IOrscHhyyr2LqbKu8wEXb,petite fleur,chris barbers jazz band,163077,"{'danceability': 0.712, 'energy': 0.165, 'key': 8, 'loudness': -12.996, 'mode': 0, 'speechiness': 0.036, 'acousticness': 0.946, 'instrumentalness': 0.753, 'liveness': 0.115, 'valence': 0.47, 'tempo': 112.342}",0
125,"""tall paul""",annette funicello,1959,7oJujJSTfOKP1Gw95dK3Sy,tall paul,annette funicello,97080,"{'danceability': 0.382, 'energy': 0.543, 'key': 3, 'loudness': -9.582, 'mode': 1, 'speechiness': 0.0442, 'acousticness': 0.676, 'instrumentalness': 4.94e-05, 'liveness': 0.31, 'valence': 0.961, 'tempo': 202.42}",0
126,"""the tijuana jail""",the kingston trio,1959,4adwiDSem8c2jgiy66Bcsv,the tijuana jail - 1990 digital remaster,the kingston trio,170906,"{'danceability': 0.451, 'energy': 0.263, 'key': 7, 'loudness': -13.567, 'mode': 1, 'speechiness': 0.0313, 'acousticness': 0.795, 'instrumentalness': 0, 'liveness': 0.108, 'valence': 0.62, 'tempo': 155.891}",0
127,"""just a little too much""",ricky nelson,1959,2OBi2t8GK7X0GQdu4v5y91,just a little too much - remastered,ricky nelson,132200,"{'danceability': 0.7, 'energy': 0.738, 'key': 8, 'loudness': -11.116, 'mode': 1, 'speechiness': 0.035, 'acousticness': 0.671, 'instrumentalness': 4.26e-06, 'liveness': 0.221, 'valence': 0.968, 'tempo': 91.659}",0
128,"""goodbye baby""",jack scott,1959,16HL6HBaqUhWBaxcHMrZEF,goodbye baby,jack scott,129333,"{'danceability': 0.694, 'energy': 0.547, 'key': 9, 'loudness': -12.623, 'mode': 1, 'speechiness': 0.0291, 'acousticness': 0.91, 'instrumentalness': 0.0555, 'liveness': 0.0996, 'valence': 0.764, 'tempo': 130.222}",0
129,"""along came jones""",the coasters,1959,4RPiAR1m2eglvjWMHHFu1Y,along came jones,the coasters,178053,"{'danceability': 0.771, 'energy': 0.758, 'key': 9, 'loudness': -6.013, 'mode': 1, 'speechiness': 0.3, 'acousticness': 0.504, 'instrumentalness': 0, 'liveness': 0.109, 'valence': 0.758, 'tempo': 104.684}",0
130,"""three stars""",tommy dee & carol kay,1959,6ecG7zlvn65piigZIjEgFc,"kitty girl (feat. the cast of rupauls drag race all stars, season 3)",rupaul,195849,"{'danceability': 0.824, 'energy': 0.792, 'key': 8, 'loudness': -4.078, 'mode': 1, 'speechiness': 0.0415, 'acousticness': 0.00358, 'instrumentalness': 0, 'liveness': 0.102, 'valence': 0.777, 'tempo': 124.993}",1
131,"""a boy without a girl""",frankie avalon,1959,1tSUZkYZICWtuBVi2U885n,a boy without a girl,frankie avalon,121129,[],1
132,"""sweeter than you""",ricky nelson,1959,4si2ZU8jVZWTuoUvkujcmw,sweeter than you,ricky nelson,140760,"{'danceability': 0.403, 'energy': 0.125, 'key': 10, 'loudness': -12.067, 'mode': 1, 'speechiness': 0.0306, 'acousticness': 0.845, 'instrumentalness': 1.37e-06, 'liveness': 0.126, 'valence': 0.274, 'tempo': 74.308}",0
133,"""it was i""",skip & flip,1959,1QJR1uYpBNVlCDS7NjpgUR,it was i,skip & flip,142419,"{'danceability': 0.684, 'energy': 0.939, 'key': 6, 'loudness': -9.546, 'mode': 1, 'speechiness': 0.0439, 'acousticness': 0.757, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.956, 'tempo': 112.919}",0
134,"""goodbye jimmy, goodbye""",kathy linden,1959,4xDT5KaC3c1yU5px1h2OVn,"goodbye jimmy, goodbye",kathy linden,153346,"{'danceability': 0.386, 'energy': 0.231, 'key': 10, 'loudness': -11.723, 'mode': 1, 'speechiness': 0.0315, 'acousticness': 0.969, 'instrumentalness': 0.000244, 'liveness': 0.0999, 'valence': 0.334, 'tempo': 74.864}",0
135,"""manhattan spiritual""",reg owen orchestra,1959,4czc4aXc73sl57rHja2F7z,manhattan spiritual,reg owen,153994,"{'danceability': 0.679, 'energy': 0.935, 'key': 4, 'loudness': -3.532, 'mode': 1, 'speechiness': 0.15, 'acousticness': 0.719, 'instrumentalness': 0.916, 'liveness': 0.0678, 'valence': 0.73, 'tempo': 99.081}",0
136,"""endlessly""",brook benton,1959,5QiWvZvXVb9aF7XdtZxI1b,endlessly,brook benton,142333,"{'danceability': 0.524, 'energy': 0.33, 'key': 5, 'loudness': -16.497, 'mode': 1, 'speechiness': 0.0344, 'acousticness': 0.333, 'instrumentalness': 0, 'liveness': 0.0706, 'valence': 0.813, 'tempo': 133.181}",0
137,"""heartaches by the number""",guy mitchell,1959,0mmveflIg5uKskiCOdRV3e,heartaches by the number,guy mitchell,154295,"{'danceability': 0.584, 'energy': 0.589, 'key': 5, 'loudness': -11.203, 'mode': 1, 'speechiness': 0.0718, 'acousticness': 0.463, 'instrumentalness': 1.53e-05, 'liveness': 0.069, 'valence': 0.842, 'tempo': 172.484}",0
138,"""sea cruise""",frankie ford,1959,5rtYGnyKCHaD977h5vhC3L,sea cruise,frankie ford,167093,"{'danceability': 0.49, 'energy': 0.738, 'key': 0, 'loudness': -10.976, 'mode': 1, 'speechiness': 0.0465, 'acousticness': 0.64, 'instrumentalness': 0, 'liveness': 0.372, 'valence': 0.965, 'tempo': 75.317}",0
139,"""thats why (i love you so)""",jackie wilson,1959,3f2dCpOap3vfqebOyVPHIs,thats why (i love you so),jackie wilson,126226,"{'danceability': 0.72, 'energy': 0.803, 'key': 5, 'loudness': -8.443, 'mode': 1, 'speechiness': 0.0868, 'acousticness': 0.673, 'instrumentalness': 0, 'liveness': 0.362, 'valence': 0.961, 'tempo': 146.618}",0
140,"""youre so fine""",the falcons,1959,3Wpm4PjUt4SMbc16oNuJdb,youre so fine,the falcons,149040,"{'danceability': 0.65, 'energy': 0.385, 'key': 1, 'loudness': -9.751, 'mode': 1, 'speechiness': 0.0361, 'acousticness': 0.853, 'instrumentalness': 0, 'liveness': 0.0934, 'valence': 0.735, 'tempo': 116.025}",0
141,"""kissin time""",bobby rydell,1959,21ZVvnP0MY0EbrOovH0tUp,kissin time,bobby rydell,132373,"{'danceability': 0.64, 'energy': 0.92, 'key': 0, 'loudness': -5.51, 'mode': 0, 'speechiness': 0.0682, 'acousticness': 0.183, 'instrumentalness': 8.07e-06, 'liveness': 0.283, 'valence': 0.93, 'tempo': 94.975}",0
142,"""my wish came true""",elvis presley,1959,543SzJd0OFYwTU6AucokHq,my wish came true,elvis presley,154640,"{'danceability': 0.254, 'energy': 0.177, 'key': 2, 'loudness': -11.765, 'mode': 1, 'speechiness': 0.0345, 'acousticness': 0.958, 'instrumentalness': 1.49e-05, 'liveness': 0.347, 'valence': 0.241, 'tempo': 74.586}",0
143,"""morgen""",ivo robić,1959,4Gy2ccb1lUzc5sNmwKtTFt,morgen,ivo robic,155800,"{'danceability': 0.589, 'energy': 0.433, 'key': 10, 'loudness': -7.605, 'mode': 1, 'speechiness': 0.0268, 'acousticness': 0.899, 'instrumentalness': 1.24e-05, 'liveness': 0.0949, 'valence': 0.647, 'tempo': 99.786}",0
144,"""baby talk""",jan and dean,1959,0hk0SAE6JVcLeeQNTb09DD,baby talk,jan & dean,145866,"{'danceability': 0.513, 'energy': 0.616, 'key': 6, 'loudness': -8.754, 'mode': 0, 'speechiness': 0.0298, 'acousticness': 0.662, 'instrumentalness': 0, 'liveness': 0.168, 'valence': 0.498, 'tempo': 105.12}",0
145,"""take a message to mary""",the everly brothers,1959,2Nrd5jRq7KVrHOWOVUKi5S,take a message to mary,the everly brothers,148306,"{'danceability': 0.748, 'energy': 0.254, 'key': 4, 'loudness': -14.77, 'mode': 1, 'speechiness': 0.0444, 'acousticness': 0.302, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.347, 'tempo': 117.763}",0
146,"""the battle hymn of the republic""",mormon tabernacle choir,1959,0az9ftIx0cATlTkmfUGRr8,the battle hymn of the republic,lee greenwood,232026,"{'danceability': 0.499, 'energy': 0.331, 'key': 11, 'loudness': -11.301, 'mode': 1, 'speechiness': 0.0308, 'acousticness': 0.224, 'instrumentalness': 0, 'liveness': 0.0773, 'valence': 0.186, 'tempo': 76.646}",0
147,"""bongo rock""",preston epps,1959,7ashP0HnlAkHKWEK91xx1v,bongo rock,preston epps,126613,"{'danceability': 0.376, 'energy': 0.996, 'key': 5, 'loudness': -8.505, 'mode': 1, 'speechiness': 0.0666, 'acousticness': 0.807, 'instrumentalness': 0.907, 'liveness': 0.512, 'valence': 0.406, 'tempo': 165.598}",0
148,"""in the mood""",ernie fields,1959,6nCRUa8xPE59AyOfZBr3Qt,in the mood,ernie fields,158880,"{'danceability': 0.431, 'energy': 0.938, 'key': 1, 'loudness': -7.119, 'mode': 1, 'speechiness': 0.0375, 'acousticness': 0.607, 'instrumentalness': 0.957, 'liveness': 0.283, 'valence': 0.972, 'tempo': 162.462}",0
149,"""seven little girls sitting in the back seat""",paul evans,1959,2B3s8b5BaRWC1qmQM7Cu8l,seven little girls sitting in the back seat (alternate take),paul evans,131880,"{'danceability': 0.814, 'energy': 0.457, 'key': 9, 'loudness': -11.482, 'mode': 1, 'speechiness': 0.0512, 'acousticness': 0.764, 'instrumentalness': 1.11e-06, 'liveness': 0.315, 'valence': 0.797, 'tempo': 126.998}",0
