,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Agency,Communion,Social Connection,Antisocial,Positive,Year,Year_Bin,female,male,other,length,curse words,sexual,religion,money,know,like,go,have,want,love,dream,heart,dance,rock,music,fuck,damn,shit,hell,bitch
10,10,10,10,10,10,0.1768292682926829,0.0060975609756097,0.0971428571428571,0.0,0.08,1958,1950s,0.0,0.0,0.0060975609756097,808,0.0,0.0114285714285714,0.0057142857142857,0.0,0.0182926829268292,0.0,0.0,0.0,0.0,0.0121951219512195,0.0060975609756097,0.0121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,11,11,11,11,0.0534591194968553,0.0031446540880503,0.0766961651917404,0.0,0.0353982300884955,1958,1950s,0.0,0.0377358490566037,0.0,1756,0.0,0.0,0.0117994100294985,0.0,0.0031446540880503,0.0062893081761006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157232704402515,0.0031446540880503,0.0,0.0,0.0,0.0,0.0
12,12,12,12,12,12,0.0472440944881889,0.0,0.1734317343173431,0.0,0.047970479704797,1958,1950s,0.0039370078740157,0.0314960629921259,0.0,1222,0.0,0.014760147601476,0.0,0.0,0.0,0.0039370078740157,0.0,0.0,0.0,0.0118110236220472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,13,13,13,13,0.0515759312320916,0.0,0.0848623853211009,0.0045871559633027,0.0022935779816513,1958,1950s,0.0057306590257879,0.0,0.0,1716,0.0,0.0,0.0045871559633027,0.0,0.0,0.0,0.0057306590257879,0.0,0.0028653295128939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,14,14,14,14,0.0548523206751054,0.0,0.0669456066945606,0.0,0.0292887029288702,1958,1950s,0.0,0.0,0.0,1074,0.0,0.0167364016736401,0.00418410041841,0.0,0.0,0.0,0.0,0.0,0.0,0.0168776371308016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,15,15,15,15,0.0596330275229357,0.018348623853211,0.0814479638009049,0.0,0.0588235294117647,1958,1950s,0.0,0.0,0.0,1109,0.0,0.0271493212669683,0.0090497737556561,0.0,0.0,0.0091743119266055,0.0,0.0,0.0,0.018348623853211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,16,16,16,16,0.0944881889763779,0.0,0.028169014084507,0.0,0.028169014084507,1958,1950s,0.0,0.0,0.0,735,0.0,0.0,0.0,0.0070422535211267,0.0157480314960629,0.0,0.0078740157480314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,17,17,17,17,0.0355029585798816,0.0,0.2666666666666666,0.0,0.0,1958,1950s,0.0,0.1183431952662721,0.0,802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,18,18,18,18,0.0053763440860215,0.0698924731182795,0.1428571428571428,0.0,0.0459183673469387,1958,1950s,0.0,0.0,0.0,842,0.0,0.0459183673469387,0.0,0.0,0.0,0.0,0.0,0.064516129032258,0.0053763440860215,0.021505376344086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,19,19,19,19,0.0,0.0,0.0476190476190476,0.0,0.0089285714285714,1958,1950s,0.0,0.0,0.0068027210884353,1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0612244897959183,0.0,0.0,0.0,0.0,0.0,0.0068027210884353,0.0068027210884353,0.0068027210884353,0.0,0.0,0.0,0.0,0.0
20,20,20,20,20,20,0.0066225165562913,0.0,0.1296296296296296,0.0,0.0061728395061728,1958,1950s,0.0,0.0066225165562913,0.0,777,0.0,0.0,0.0,0.0061728395061728,0.0,0.0,0.0066225165562913,0.0,0.0,0.0,0.0,0.0,0.0,0.0066225165562913,0.0,0.0,0.0,0.0,0.0,0.0
21,21,21,21,21,21,0.0655737704918032,0.0,0.2480314960629921,0.0157480314960629,0.0629921259842519,1958,1950s,0.0,0.0,0.0573770491803278,1137,0.0157480314960629,0.0393700787401574,0.0,0.0,0.040983606557377,0.0,0.0,0.0,0.0,0.040983606557377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,22,22,22,22,0.0064724919093851,0.0,0.0597402597402597,0.0,0.0285714285714285,1958,1950s,0.0,0.0323624595469255,0.0097087378640776,2117,0.0,0.0077922077922077,0.0103896103896103,0.0,0.0,0.0,0.0161812297734627,0.0,0.0,0.0097087378640776,0.0,0.0,0.0,0.0388349514563106,0.0,0.0,0.0,0.0,0.0,0.0
23,23,23,23,23,23,0.1102362204724409,0.0,0.0769230769230769,0.0115384615384615,0.0384615384615384,1958,1950s,0.0314960629921259,0.0,0.0,1179,0.0,0.0076923076923076,0.0038461538461538,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118110236220472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,24,24,24,24,0.0,0.0,0.094147582697201,0.0,0.0966921119592875,1958,1950s,0.0,0.0110192837465564,0.0,2022,0.0,0.0,0.010178117048346,0.0,0.0,0.0,0.0,0.0330578512396694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,25,25,25,25,0.1413612565445026,0.0261780104712041,0.125,0.005,0.03,1958,1950s,0.0,0.0,0.0,906,0.0,0.02,0.0,0.0,0.0261780104712041,0.0,0.0,0.0,0.0,0.0209424083769633,0.031413612565445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,26,26,26,26,0.0803212851405622,0.0,0.0989010989010989,0.0,0.0659340659340659,1958,1950s,0.0,0.0,0.0,1324,0.0,0.0402930402930402,0.0109890109890109,0.0,0.0,0.0,0.0,0.0,0.0,0.0441767068273092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,27,27,27,27,0.0113207547169811,0.0,0.175,0.0,0.0107142857142857,1958,1950s,0.0150943396226415,0.0,0.0,1408,0.0,0.0,0.0,0.0321428571428571,0.0,0.0,0.0,0.0037735849056603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,28,28,28,28,0.0077519379844961,0.0,0.0754716981132075,0.0,0.0377358490566037,1958,1950s,0.0193798449612403,0.0,0.003875968992248,1378,0.0,0.0,0.0,0.0,0.0,0.0,0.003875968992248,0.0077519379844961,0.0,0.0,0.0,0.0155038759689922,0.0155038759689922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,29,29,29,29,0.0329670329670329,0.0,0.0659340659340659,0.0,0.0329670329670329,1958,1950s,0.0036630036630036,0.0,0.0073260073260073,1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036630036630036,0.0,0.0,0.0,0.0,0.0
30,30,30,30,30,30,0.1442307692307692,0.0,0.0555555555555555,0.0092592592592592,0.0185185185185185,1958,1950s,0.0,0.0,0.0,500,0.0,0.0092592592592592,0.0,0.0,0.0384615384615384,0.0,0.0,0.0096153846153846,0.0,0.0096153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,31,31,31,31,0.0592334494773519,0.0069686411149825,0.28,0.0,0.09,1958,1950s,0.0278745644599303,0.0,0.0,1481,0.0,0.0633333333333333,0.0,0.0,0.0069686411149825,0.0,0.0,0.0,0.0,0.0662020905923344,0.0,0.0069686411149825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,32,32,32,32,0.0846153846153846,0.0153846153846153,0.1544117647058823,0.0,0.0441176470588235,1958,1950s,0.0,0.0,0.0,609,0.0,0.0220588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023076923076923,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,33,33,33,33,0.0,0.1153846153846153,0.2592592592592592,0.0,0.037037037037037,1958,1950s,0.0,0.0,0.0,453,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,34,34,34,34,0.1435643564356435,0.0,0.1153846153846153,0.0,0.1682692307692307,1958,1950s,0.0,0.0,0.0,998,0.0,0.0432692307692307,0.0,0.0,0.0,0.0099009900990099,0.0,0.0,0.0,0.0247524752475247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,35,35,35,35,0.0436893203883495,0.0,0.0904761904761904,0.0,0.0285714285714285,1958,1950s,0.0,0.0339805825242718,0.0,1230,0.0,0.0142857142857142,0.0,0.0,0.0,0.0048543689320388,0.0,0.0048543689320388,0.0,0.0,0.0,0.0,0.0048543689320388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,36,36,36,36,0.09009009009009,0.009009009009009,0.0160642570281124,0.0,0.0240963855421686,1958,1950s,0.0,0.0,0.009009009009009,1264,0.0,0.0,0.0,0.0,0.0045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,37,37,37,37,0.036144578313253,0.0,0.1956521739130435,0.0,0.0760869565217391,1958,1950s,0.0,0.0,0.0,398,0.0,0.0,0.0,0.0217391304347826,0.0,0.036144578313253,0.0,0.0,0.0,0.0,0.0,0.0120481927710843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,38,38,38,38,0.2012578616352201,0.0,0.23125,0.0,0.3125,1958,1950s,0.0251572327044025,0.0125786163522012,0.0062893081761006,763,0.0,0.14375,0.06875,0.0,0.0062893081761006,0.0,0.0,0.0,0.0,0.1383647798742138,0.0,0.0062893081761006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,39,39,39,39,0.115,0.01,0.1155778894472361,0.0050251256281407,0.0050251256281407,1958,1950s,0.03,0.0,0.0,972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,40,40,40,40,0.0610328638497652,0.0,0.1666666666666666,0.0,0.074074074074074,1958,1950s,0.0,0.0,0.0,1012,0.0,0.0231481481481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0892018779342723,0.0,0.0,0.0,0.0892018779342723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,41,41,41,41,0.0670103092783505,0.0,0.1473684210526315,0.0,0.0789473684210526,1958,1950s,0.0618556701030927,0.0,0.0,948,0.0,0.0368421052631578,0.0,0.0,0.0,0.0154639175257731,0.0,0.0,0.0,0.0360824742268041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,42,42,42,42,0.1649484536082474,0.0,0.185929648241206,0.0,0.0904522613065326,1958,1950s,0.0,0.0979381443298969,0.0,824,0.0,0.0804020100502512,0.0,0.0050251256281407,0.0670103092783505,0.0,0.0,0.0,0.0,0.0824742268041237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,43,43,43,43,0.0,0.0,0.1376146788990825,0.0,0.055045871559633,1958,1950s,0.0384615384615384,0.0,0.0,546,0.0,0.0458715596330275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,44,44,44,44,0.0176709666018731,0.0051245803145432,0.0980425531914893,0.0112340425531914,0.0279148936170212,1958,1950s,0.0130765152853861,0.0242092242445661,0.0136066442834423,32247,0.0008510638297872,0.0022127659574468,0.0059574468085106,0.0051063829787234,0.0010602579961123,0.001943806326206,0.0001767096660187,0.0021205159922247,0.0,0.0001767096660187,0.0003534193320374,0.0008835483300936,0.0001767096660187,0.0001767096660187,0.0001767096660187,0.0,0.0,0.0,0.0001767096660187,0.0
45,45,45,45,45,45,0.0816326530612244,0.0,0.1005586592178771,0.0,0.0446927374301676,1958,1950s,0.0,0.0,0.0,773,0.0,0.0223463687150838,0.0,0.0,0.0136054421768707,0.0,0.0,0.0,0.0,0.0204081632653061,0.0068027210884353,0.0068027210884353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46,46,46,46,46,0.1097560975609756,0.0,0.0337078651685393,0.0,0.0674157303370786,1958,1950s,0.0,0.0,0.0,445,0.0,0.0337078651685393,0.0112359550561797,0.0112359550561797,0.0,0.0,0.024390243902439,0.0,0.0,0.0365853658536585,0.0,0.0,0.0,0.0121951219512195,0.0,0.0,0.0,0.0,0.0,0.0
47,47,47,47,47,47,0.0219298245614035,0.0,0.117391304347826,0.0043478260869565,0.0130434782608695,1958,1950s,0.0043859649122807,0.0043859649122807,0.0,1103,0.0,0.0,0.0,0.0,0.0,0.0043859649122807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043859649122807,0.0,0.0,0.0,0.0,0.0,0.0
48,48,48,48,48,48,0.1340782122905028,0.0,0.1777777777777777,0.0,0.1666666666666666,1958,1950s,0.0,0.0,0.0,827,0.0,0.0722222222222222,0.0,0.0,0.0055865921787709,0.0,0.0,0.0,0.0167597765363128,0.0726256983240223,0.0,0.0055865921787709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49,49,49,49,49,0.0,0.0808314087759815,0.1142284569138276,0.002004008016032,0.0060120240480961,1959,1950s,0.0,0.0069284064665127,0.0369515011547344,2504,0.002004008016032,0.0,0.0,0.0,0.0,0.0,0.0046189376443418,0.0023094688221709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,50,50,50,50,50,0.0044642857142857,0.0044642857142857,0.0889830508474576,0.0042372881355932,0.0127118644067796,1959,1950s,0.0,0.0223214285714285,0.0044642857142857,1195,0.0,0.0084745762711864,0.0,0.0084745762711864,0.0089285714285714,0.0044642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,51,51,51,51,51,0.041860465116279,0.0,0.1194690265486725,0.0,0.0575221238938053,1959,1950s,0.0,0.0,0.0046511627906976,1130,0.0,0.0221238938053097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232558139534883,0.0,0.013953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,52,52,52,52,52,0.0783132530120482,0.0120481927710843,0.188235294117647,0.0,0.1,1959,1950s,0.0301204819277108,0.0,0.0060240963855421,773,0.0,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0.0120481927710843,0.0,0.0240963855421686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,53,53,53,53,53,0.0347222222222222,0.0,0.1146496815286624,0.0,0.0700636942675159,1959,1950s,0.0138888888888888,0.0,0.0,725,0.0,0.0382165605095541,0.0127388535031847,0.0,0.0,0.0138888888888888,0.0,0.0,0.0138888888888888,0.0347222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,54,54,54,54,54,0.123076923076923,0.0,0.0993150684931506,0.0,0.0616438356164383,1959,1950s,0.0076923076923076,0.0,0.0,1327,0.0,0.0410958904109589,0.0034246575342465,0.0,0.0115384615384615,0.0,0.0076923076923076,0.0153846153846153,0.0307692307692307,0.0076923076923076,0.0653846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,55,55,55,55,0.0,0.018018018018018,0.0848214285714285,0.0,0.0491071428571428,1959,1950s,0.0,0.0225225225225225,0.0135135135135135,1247,0.0,0.0178571428571428,0.0535714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,56,56,56,56,56,0.0454545454545454,0.0,0.0612903225806451,0.0,0.0290322580645161,1959,1950s,0.0,0.0,0.0,1531,0.0,0.0225806451612903,0.0,0.0,0.0064935064935064,0.0,0.0,0.0,0.0162337662337662,0.0194805194805194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,57,57,57,57,57,0.0757575757575757,0.0,0.0594059405940594,0.0,0.0049504950495049,1959,1950s,0.0,0.0,0.0252525252525252,945,0.0,0.0,0.0049504950495049,0.0,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,58,58,58,58,58,0.0898203592814371,0.0059880239520958,0.25,0.0,0.0625,1959,1950s,0.0,0.029940119760479,0.0,774,0.0,0.0170454545454545,0.0,0.0,0.0,0.0059880239520958,0.0,0.0,0.0,0.0179640718562874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,59,59,59,59,59,0.0,0.0,0.0,0.0,0.0476190476190476,1959,1950s,0.0,0.0,0.0,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,60,60,60,60,60,0.1521739130434782,0.0,0.2027972027972027,0.0,0.0769230769230769,1959,1950s,0.0,0.0,0.0,642,0.0,0.0559440559440559,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.036231884057971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,61,61,61,61,61,0.0531400966183574,0.0,0.1126760563380281,0.0,0.0046948356807511,1959,1950s,0.0,0.0434782608695652,0.0,1046,0.0,0.0,0.0,0.0328638497652582,0.0,0.0,0.0096618357487922,0.0048309178743961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,62,62,62,62,62,0.09375,0.0,0.1777777777777777,0.0,0.0444444444444444,1959,1950s,0.03125,0.0,0.0,612,0.0,0.0296296296296296,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,63,63,63,63,63,0.0242214532871972,0.0069204152249134,0.1294498381877022,0.0032362459546925,0.0161812297734627,1959,1950s,0.0,0.0449826989619377,0.0034602076124567,1448,0.0,0.0032362459546925,0.0064724919093851,0.0,0.0,0.0,0.0,0.0,0.0034602076124567,0.0034602076124567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,64,64,64,64,0.1120689655172413,0.0,0.1982758620689655,0.0,0.1034482758620689,1959,1950s,0.0,0.0,0.0344827586206896,576,0.0,0.0517241379310344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517241379310344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,65,65,65,65,0.0388888888888888,0.0,0.1414141414141414,0.0,0.0101010101010101,1959,1950s,0.0,0.0166666666666666,0.0,1009,0.0,0.0,0.0,0.0,0.0055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,66,66,66,66,66,0.1733333333333333,0.0,0.0897435897435897,0.0,0.0512820512820512,1959,1950s,0.0,0.0,0.0,349,0.0,0.0128205128205128,0.0128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,67,67,67,67,67,0.05,0.0125,0.1065088757396449,0.0177514792899408,0.0532544378698224,1959,1950s,0.0,0.0,0.0,902,0.0,0.0236686390532544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,68,68,68,68,68,0.1477272727272727,0.0,0.1011235955056179,0.0,0.0168539325842696,1959,1950s,0.0,0.0,0.0,832,0.0,0.0112359550561797,0.0,0.0,0.0,0.0,0.0,0.0227272727272727,0.034090909090909,0.0113636363636363,0.1477272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,69,69,69,69,69,0.1592920353982301,0.0265486725663716,0.2758620689655172,0.0,0.0689655172413793,1959,1950s,0.0,0.0,0.0,472,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0353982300884955,0.0707964601769911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,70,70,70,70,70,0.0693877551020408,0.0,0.1231343283582089,0.0,0.0410447761194029,1959,1950s,0.0244897959183673,0.0,0.0,1244,0.0,0.0111940298507462,0.003731343283582,0.0,0.0,0.0040816326530612,0.0,0.0,0.0040816326530612,0.0040816326530612,0.0,0.0204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,71,71,71,71,71,0.0967741935483871,0.0,0.0606060606060606,0.0,0.0909090909090909,1959,1950s,0.0,0.0,0.0,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,72,72,72,72,72,0.0822510822510822,0.0086580086580086,0.1327800829875518,0.0,0.0705394190871369,1959,1950s,0.0,0.0,0.0,1048,0.0,0.0414937759336099,0.0,0.0,0.0,0.0,0.0086580086580086,0.0086580086580086,0.0086580086580086,0.0432900432900432,0.0,0.0043290043290043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,73,73,73,73,73,0.0006146281499692,0.0,0.0685854255970606,0.0122473974280465,0.0248009797917942,1959,1950s,0.0018438844499078,0.0258143822987092,0.0073755377996312,18112,0.0030618493570116,0.0055113288426209,0.007654623392529,0.0012247397428046,0.0006146281499692,0.0,0.0,0.0021511985248924,0.0003073140749846,0.0009219422249539,0.0,0.0003073140749846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,74,74,74,74,74,0.0891089108910891,0.0,0.1192660550458715,0.0,0.036697247706422,1959,1950s,0.0,0.0,0.0,491,0.0,0.018348623853211,0.0,0.0,0.0297029702970297,0.0,0.0198019801980198,0.0,0.0,0.0198019801980198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,75,75,75,75,75,0.0608108108108108,0.0,0.2214765100671141,0.0,0.0134228187919463,1959,1950s,0.0,0.0,0.0,712,0.0,0.0,0.0,0.0134228187919463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,76,76,76,76,76,0.1639344262295081,0.0,0.0863636363636363,0.0,0.0181818181818181,1959,1950s,0.081967213114754,0.0,0.0,1027,0.0,0.0136363636363636,0.0,0.0,0.0109289617486338,0.0,0.0,0.0,0.0054644808743169,0.0054644808743169,0.0,0.0054644808743169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,77,77,77,77,77,0.0603448275862069,0.0,0.1023622047244094,0.0,0.0511811023622047,1959,1950s,0.0,0.0,0.0,1011,0.0,0.0354330708661417,0.0,0.0,0.0043103448275862,0.0,0.0,0.0086206896551724,0.0043103448275862,0.0301724137931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,78,78,78,78,78,0.0039682539682539,0.0,0.0930232558139534,0.0,0.0155038759689922,1959,1950s,0.0,0.0714285714285714,0.0,1311,0.0,0.0,0.0,0.0077519379844961,0.0,0.0,0.0119047619047619,0.0,0.0,0.0,0.0,0.0039682539682539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,79,79,79,79,79,0.0,0.0,0.2074468085106383,0.0053191489361702,0.0,1959,1950s,0.0054347826086956,0.092391304347826,0.0,1029,0.0,0.0,0.0053191489361702,0.0212765957446808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
